code_tokens,query_tokens
"[""def"", ""print"", ""temporal"", ""memory"", ""("", ""tm"", "","", ""out"", ""file"", "")"", "":"", ""table"", ""="", ""pretty"", ""table"", ""("", ""["", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "","", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""column"", ""dimensions"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""cells"", ""per"", ""column"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""activation"", ""threshold"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""min"", ""threshold"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""max"", ""new"", ""synapse"", ""count"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""permanence"", ""increment"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""permanence"", ""decrement"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""initial"", ""permanence"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""connected"", ""permanence"", ""("", "")"", ""]"", "")"", ""table"", ""."", ""add"", ""row"", ""("", ""["", ""<"", ""str"", "">"", "","", ""tm"", ""."", ""get"", ""predicted"", ""segment"", ""decrement"", ""("", "")"", ""]"", "")"", ""print"", "">"", "">"", ""out"", ""file"", "","", ""table"", ""."", ""get"", ""string"", ""("", "")"", ""."", ""encode"", ""("", ""<"", ""str"", "">"", "")""]","[""given"", ""an"", ""instance"", ""of"", ""temporal"", ""memory"", ""print"", ""out"", ""the"", ""relevant"", ""parameters""]"
"[""def"", ""confirm"", ""key"", ""("", ""name"", "","", ""confirm"", ""name"", "","", ""trafaret"", "")"", "":"", ""def"", ""check"", ""("", ""value"", "")"", "":"", ""first"", "","", ""second"", ""="", ""none"", "","", ""none"", ""if"", ""name"", ""in"", ""value"", "":"", ""first"", ""="", ""value"", ""["", ""name"", ""]"", ""else"", "":"", ""yield"", ""name"", "","", ""t"", ""."", ""data"", ""error"", ""("", "")"", "","", ""("", ""name"", "","", "")"", ""if"", ""confirm"", ""name"", ""in"", ""value"", "":"", ""second"", ""="", ""value"", ""["", ""confirm"", ""name"", ""]"", ""else"", "":"", ""yield"", ""confirm"", ""name"", "","", ""t"", ""."", ""data"", ""error"", ""("", "")"", "","", ""("", ""confirm"", ""name"", "","", "")"", ""if"", ""not"", ""("", ""first"", ""and"", ""second"", "")"", "":"", ""return"", ""yield"", ""name"", "","", ""t"", ""."", ""catch"", ""error"", ""("", ""trafaret"", "","", ""first"", "")"", "","", ""("", ""name"", "","", "")"", ""yield"", ""confirm"", ""name"", "","", ""t"", ""."", ""catch"", ""error"", ""("", ""trafaret"", "","", ""second"", "")"", "","", ""("", ""confirm"", ""name"", "","", "")"", ""if"", ""first"", ""!"", ""="", ""second"", "":"", ""yield"", ""confirm"", ""name"", "","", ""t"", ""."", ""data"", ""error"", ""("", ""."", ""format"", ""("", ""name"", "")"", "")"", "","", ""("", ""confirm"", ""name"", "","", "")"", ""return"", ""check""]","[""confirm"", ""key"", ""takes"", ""str"", ""str"", ""and"", ""str"", ""checks"", ""if"", ""data"", ""str"", ""equals"", ""data"", ""str"", ""and"", ""both"", ""are"", ""valid"", ""against"", ""str""]"
"[""def"", ""dehydrate"", ""datetime"", ""("", ""value"", "")"", "":"", ""def"", ""seconds"", ""and"", ""nanoseconds"", ""("", ""dt"", "")"", "":"", ""if"", ""isinstance"", ""("", ""dt"", "","", ""datetime"", "")"", "":"", ""dt"", ""="", ""date"", ""time"", ""."", ""from"", ""native"", ""("", ""dt"", "")"", ""zone"", ""epoch"", ""="", ""date"", ""time"", ""("", ""<"", ""num"", "">"", "","", ""<"", ""num"", "">"", "","", ""<"", ""num"", "">"", "","", ""tzinfo"", ""="", ""dt"", ""."", ""tzinfo"", "")"", ""t"", ""="", ""dt"", ""."", ""to"", ""clock"", ""time"", ""("", "")"", ""-"", ""zone"", ""epoch"", ""."", ""to"", ""clock"", ""time"", ""("", "")"", ""return"", ""t"", ""."", ""seconds"", "","", ""t"", ""."", ""nanoseconds"", ""tz"", ""="", ""value"", ""."", ""tzinfo"", ""if"", ""tz"", ""is"", ""none"", "":"", ""value"", ""="", ""utc"", ""."", ""localize"", ""("", ""value"", "")"", ""seconds"", "","", ""nanoseconds"", ""="", ""seconds"", ""and"", ""nanoseconds"", ""("", ""value"", "")"", ""return"", ""structure"", ""("", ""b"", ""<"", ""str"", "">"", "","", ""seconds"", "","", ""nanoseconds"", "")"", ""elif"", ""hasattr"", ""("", ""tz"", "","", ""<"", ""str"", "">"", "")"", ""and"", ""tz"", ""."", ""zone"", "":"", ""seconds"", "","", ""nanoseconds"", ""="", ""seconds"", ""and"", ""nanoseconds"", ""("", ""value"", "")"", ""return"", ""structure"", ""("", ""b"", ""<"", ""str"", "">"", "","", ""seconds"", "","", ""nanoseconds"", "","", ""tz"", ""."", ""zone"", "")"", ""else"", "":"", ""seconds"", "","", ""nanoseconds"", ""="", ""seconds"", ""and"", ""nanoseconds"", ""("", ""value"", "")"", ""return"", ""structure"", ""("", ""b"", ""<"", ""str"", "">"", "","", ""seconds"", "","", ""nanoseconds"", "","", ""tz"", ""."", ""utcoffset"", ""("", ""value"", "")"", ""."", ""seconds"", "")""]","[""dehydrator"", ""for"", ""str"", ""values"", ""param"", ""value"", ""type"", ""value"", ""datetime"", ""return""]"
"[""def"", ""traverse"", ""unobserved"", ""("", ""stream"", "","", ""negative"", ""filter"", "","", ""of"", "")"", "":"", ""observed"", ""="", ""set"", ""("", "")"", ""for"", ""line"", ""in"", ""stream"", "":"", ""name"", ""="", ""pac"", ""bio"", ""read"", ""name"", ""("", ""nameprog"", ""."", ""match"", ""("", ""line"", "")"", ""."", ""group"", ""("", ""<"", ""num"", "">"", "")"", "")"", ""if"", ""name"", ""."", ""get"", ""molecule"", ""("", "")"", ""not"", ""in"", ""negative"", ""filter"", "":"", ""of"", ""."", ""write"", ""("", ""line"", "")"", ""observed"", ""."", ""add"", ""("", ""name"", ""."", ""get"", ""molecule"", ""("", "")"", "")"", ""return"", ""negative"", ""filter"", ""|"", ""observed""]","[""go"", ""through"", ""a"", ""stream"", ""and"", ""print"", ""out"", ""anything"", ""not"", ""in"", ""observed"", ""set""]"
"[""def"", ""inject"", ""scheme"", ""("", ""self"", "","", ""b"", ""16"", ""scheme"", "")"", "":"", ""content"", ""lines"", ""="", ""self"", ""."", ""content"", ""."", ""splitlines"", ""("", "")"", ""b"", ""16"", ""scheme"", ""lines"", ""="", ""b"", ""16"", ""scheme"", ""."", ""splitlines"", ""("", "")"", ""start"", ""line"", ""="", ""none"", ""for"", ""num"", "","", ""line"", ""in"", ""enumerate"", ""("", ""content"", ""lines"", "")"", "":"", ""if"", ""not"", ""start"", ""line"", "":"", ""match"", ""="", ""temp"", ""needle"", ""."", ""match"", ""("", ""line"", "")"", ""if"", ""match"", "":"", ""start"", ""line"", ""="", ""num"", ""+"", ""<"", ""num"", "">"", ""else"", "":"", ""match"", ""="", ""temp"", ""end"", ""needle"", ""."", ""match"", ""("", ""line"", "")"", ""if"", ""match"", "":"", ""end"", ""line"", ""="", ""num"", ""new"", ""content"", ""lines"", ""="", ""("", ""content"", ""lines"", ""["", ""<"", ""num"", "">"", "":"", ""start"", ""line"", ""]"", ""+"", ""b"", ""16"", ""scheme"", ""lines"", ""+"", ""content"", ""lines"", ""["", ""end"", ""line"", "":"", ""]"", "")"", ""self"", ""."", ""content"", ""="", ""."", ""join"", ""("", ""new"", ""content"", ""lines"", "")""]","[""inject"", ""string"", ""b"", ""16"", ""scheme"", ""into"", ""self"", ""content""]"
"[""def"", ""get"", ""input"", ""("", ""self"", "")"", "":"", ""client"", ""list"", ""="", ""get"", ""all"", ""clients"", ""("", ""token"", ""="", ""self"", ""."", ""token"", "")"", ""logging"", ""."", ""debug"", ""("", ""<"", ""str"", "">"", "","", ""len"", ""("", ""client"", ""list"", "")"", "")"", ""for"", ""client"", ""group"", ""in"", ""collection"", ""."", ""batch"", ""("", ""client"", ""list"", "","", ""self"", ""."", ""client"", ""chunksize"", "")"", "":"", ""for"", ""fd"", ""in"", ""aff"", ""4"", ""."", ""factory"", ""."", ""multi"", ""open"", ""("", ""client"", ""group"", "","", ""mode"", ""="", ""<"", ""str"", "">"", "","", ""aff"", ""4"", ""type"", ""="", ""aff"", ""4"", ""grr"", ""."", ""vfsgrr"", ""client"", "","", ""token"", ""="", ""self"", ""."", ""token"", "")"", "":"", ""if"", ""isinstance"", ""("", ""fd"", "","", ""aff"", ""4"", ""grr"", ""."", ""vfsgrr"", ""client"", "")"", "":"", ""oldest"", ""time"", ""="", ""("", ""time"", ""."", ""time"", ""("", "")"", ""-"", ""self"", ""."", ""max"", ""age"", "")"", ""*"", ""1"", ""e"", ""6"", ""if"", ""fd"", ""."", ""get"", ""("", ""aff"", ""4"", ""grr"", ""."", ""vfsgrr"", ""client"", ""."", ""schema"", ""cls"", ""."", ""ping"", "")"", "">"", ""="", ""oldest"", ""time"", "":"", ""yield"", ""fd""]","[""yield"", ""client"", ""urns""]"
"[""def"", ""prompt"", ""user"", ""for"", ""encrypted"", ""volume"", ""credential"", ""("", ""self"", "","", ""scan"", ""context"", "","", ""locked"", ""scan"", ""node"", "","", ""output"", ""writer"", "")"", "":"", ""credentials"", ""="", ""credentials"", ""manager"", ""."", ""credentials"", ""manager"", ""."", ""get"", ""credentials"", ""("", ""locked"", ""scan"", ""node"", ""."", ""path"", ""spec"", "")"", ""if"", ""locked"", ""scan"", ""node"", ""."", ""type"", ""indicator"", ""="", ""="", ""("", ""definitions"", ""."", ""type"", ""indicator"", ""apfs"", ""container"", "")"", "":"", ""line"", ""="", ""elif"", ""locked"", ""scan"", ""node"", ""."", ""type"", ""indicator"", ""="", ""="", ""definitions"", ""."", ""type"", ""indicator"", ""bde"", "":"", ""line"", ""="", ""elif"", ""locked"", ""scan"", ""node"", ""."", ""type"", ""indicator"", ""="", ""="", ""definitions"", ""."", ""type"", ""indicator"", ""fvde"", "":"", ""line"", ""="", ""else"", "":"", ""line"", ""="", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", ""line"", "")"", ""credentials"", ""list"", ""="", ""list"", ""("", ""credentials"", ""."", ""credentials"", "")"", ""credentials"", ""list"", ""."", ""append"", ""("", "")"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")"", ""for"", ""index"", "","", ""name"", ""in"", ""enumerate"", ""("", ""credentials"", ""list"", "")"", "":"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", ""."", ""format"", ""("", ""index"", ""+"", ""<"", ""num"", "">"", "","", ""name"", "")"", "")"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")"", ""result"", ""="", ""false"", ""while"", ""not"", ""result"", "":"", ""output"", ""writer"", ""."", ""write"", ""string"", ""("", "")"", ""input"", ""line"", ""="", ""sys"", ""."", ""stdin"", ""."", ""readline"", ""("", "")"", ""input"", ""line"", ""="", ""input"", ""line"", ""."", ""strip"", ""("", "")"", ""if"", ""input"", ""line"", ""in"", ""credentials"", ""list"", "":"", ""credential"", ""identifier"", ""="", ""input"", ""line"", ""else"", "":"", ""try"", "":"", ""credential"", ""identifier"", ""="", ""int"", ""("", ""input"", ""line"", "","", ""<"", ""num"", "">"", "")"", ""credential"", ""identifier"", ""="", ""credentials"", ""list"", ""["", ""credential"", ""identifier"", ""-"", ""<"", ""num"", "">"", ""]"", ""except"", ""("", ""index"", ""error"", "","", ""value"", ""error"", "")"", "":"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", ""."", ""format"", ""("", ""input"", ""line"", "")"", "")"", ""continue"", ""if"", ""credential"", ""identifier"", ""="", ""="", "":"", ""break"", ""getpass"", ""string"", ""="", ""if"", ""sys"", ""."", ""platform"", ""."", ""startswith"", ""("", "")"", ""and"", ""sys"", ""."", ""version"", ""info"", ""["", ""<"", ""num"", "">"", ""]"", ""<"", ""<"", ""num"", "">"", "":"", ""getpass"", ""string"", ""="", ""self"", ""."", ""encode"", ""string"", ""("", ""getpass"", ""string"", "")"", ""credential"", ""data"", ""="", ""getpass"", ""."", ""getpass"", ""("", ""getpass"", ""string"", "")"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")"", ""result"", ""="", ""self"", ""."", ""source"", ""scanner"", ""."", ""unlock"", ""("", ""scan"", ""context"", "","", ""locked"", ""scan"", ""node"", ""."", ""path"", ""spec"", "","", ""credential"", ""identifier"", "","", ""credential"", ""data"", "")"", ""if"", ""not"", ""result"", "":"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")"", ""output"", ""writer"", ""."", ""write"", ""line"", ""("", "")""]","[""prompts"", ""the"", ""user"", ""to"", ""provide"", ""a"", ""credential"", ""for"", ""an"", ""encrypted"", ""volume"", ""args"", ""scan"", ""context"", ""source"", ""scanner"", ""context"", ""the"", ""source"", ""scanner"", ""context"", ""locked"", ""scan"", ""node"", ""source"", ""scan"", ""node"", ""the"", ""locked"", ""scan"", ""node"", ""output"", ""writer"", ""stdout"", ""writer"", ""the"", ""output"", ""writer""]"
"[""def"", ""main"", ""("", ""using"", ""locale"", ""="", ""("", "","", "","", "")"", "")"", "":"", ""all"", ""ucs"", ""="", ""("", ""ucs"", ""for"", ""ucs"", ""in"", ""["", ""unichr"", ""("", ""val"", "")"", ""for"", ""val"", ""in"", ""range"", ""("", ""sys"", ""."", ""maxunicode"", "")"", ""]"", ""if"", ""is"", ""named"", ""("", ""ucs"", "")"", ""and"", ""isnt"", ""combining"", ""("", ""ucs"", "")"", "")"", ""libc"", ""name"", ""="", ""ctypes"", ""."", ""util"", ""."", ""find"", ""library"", ""("", "")"", ""if"", ""not"", ""libc"", ""name"", "":"", ""raise"", ""import"", ""error"", ""("", ""canwcwidthwcswidth"", "","", ""none"", "")"", ""is"", ""not"", ""none"", ""locale"", ""."", ""setlocale"", ""("", ""locale"", ""."", ""lc"", ""all"", "","", ""using"", ""locale"", "")"", ""for"", ""ucs"", ""in"", ""all"", ""ucs"", "":"", ""try"", "":"", ""is"", ""equal"", ""wcwidth"", ""("", ""libc"", "","", ""ucs"", "")"", ""except"", ""assertion"", ""error"", ""as"", ""err"", "":"", ""print"", ""("", ""err"", "")""]","[""program"", ""entry"", ""point"", ""load"", ""the"", ""entire"", ""unicode"", ""table"", ""into"", ""memory"", ""excluding"", ""those"", ""that"", ""are"", ""not"", ""named"", ""func"", ""unicodedata"", ""name"", ""returns"", ""empty"", ""string"", ""are"", ""combining"", ""characters"", ""using"", ""str"", ""locale"", ""str"", ""for"", ""each"", ""unicode"", ""character"", ""string"", ""compare"", ""libc"", ""s"", ""wcwidth"", ""with"", ""local"", ""wcwidth"", ""wcwidth"", ""function"", ""when"", ""they"", ""differ"", ""report"", ""a"", ""detailed"", ""assertion"", ""error"", ""to"", ""stdout""]"
"[""def"", ""get"", ""submodules"", ""("", ""module"", "")"", "":"", ""if"", ""not"", ""inspect"", ""."", ""ismodule"", ""("", ""module"", "")"", "":"", ""raise"", ""runtime"", ""error"", ""("", "")"", ""submodules"", ""="", ""get"", ""members"", ""("", ""module"", "","", ""inspect"", ""."", ""ismodule"", "")"", ""module"", ""path"", ""="", ""list"", ""("", ""getattr"", ""("", ""module"", "","", "","", ""["", ""none"", ""]"", "")"", "")"", ""["", ""<"", ""num"", "">"", ""]"", ""if"", ""module"", ""path"", ""is"", ""not"", ""none"", "":"", ""for"", ""item"", ""in"", ""listdir"", ""("", ""module"", ""path"", "")"", "":"", ""module"", ""name"", ""="", ""extract"", ""module"", ""name"", ""("", ""osp"", ""."", ""join"", ""("", ""module"", ""path"", "","", ""item"", "")"", "")"", ""if"", ""module"", ""name"", ""is"", ""not"", ""none"", "":"", ""try"", "":"", ""submodules"", ""["", ""module"", ""name"", ""]"", ""="", ""importlib"", ""."", ""import"", ""module"", ""("", ""."", ""format"", ""("", ""module"", ""name"", "")"", "","", ""package"", ""="", ""module"", ""."", ""name"", "")"", ""except"", ""import"", ""error"", "":"", ""pass"", ""return"", ""submodules""]","[""this"", ""function"", ""imports"", ""all"", ""sub"", ""modules"", ""of"", ""the"", ""supplied"", ""module"", ""and"", ""returns"", ""a"", ""dictionary"", ""with"", ""module"", ""names"", ""as"", ""keys"", ""and"", ""the"", ""sub"", ""module"", ""objects"", ""as"", ""values"", ""if"", ""the"", ""supplied"", ""parameter"", ""is"", ""not"", ""a"", ""module"", ""object"", ""a"", ""runtime"", ""error"", ""is"", ""raised"", ""param"", ""module"", ""module"", ""object"", ""from"", ""which"", ""to"", ""import"", ""sub"", ""modules"", ""return"", ""dict"", ""with"", ""name"", ""module"", ""pairs""]"
"[""def"", ""build"", ""("", ""self"", "","", ""pre"", ""="", ""none"", "","", ""shortest"", ""="", ""false"", "")"", "":"", ""if"", ""pre"", ""is"", ""none"", "":"", ""pre"", ""="", ""["", ""]"", ""if"", ""self"", ""."", ""value"", ""is"", ""not"", ""none"", ""and"", ""rand"", ""."", ""maybe"", ""("", "")"", "":"", ""return"", ""utils"", ""."", ""val"", ""("", ""self"", ""."", ""value"", "","", ""pre"", "","", ""shortest"", ""="", ""shortest"", "")"", ""length"", ""="", ""super"", ""("", ""string"", "","", ""self"", "")"", ""."", ""build"", ""("", ""pre"", "","", ""shortest"", ""="", ""shortest"", "")"", ""res"", ""="", ""rand"", ""."", ""data"", ""("", ""length"", "","", ""self"", ""."", ""charset"", "")"", ""return"", ""res""]","[""build"", ""the"", ""string"", ""instance"", ""param"", ""list"", ""pre"", ""the"", ""prerequisites"", ""list"", ""optional"", ""default"", ""none"", ""param"", ""bool"", ""shortest"", ""whether"", ""or"", ""not"", ""the"", ""shortest"", ""reference"", ""chain"", ""most"", ""minimal"", ""version"", ""of"", ""the"", ""field"", ""should"", ""be"", ""generated""]"
"[""def"", ""assess"", ""("", ""model"", "","", ""reaction"", "","", ""flux"", ""coefficient"", ""cutoff"", ""="", ""<"", ""num"", "">"", "","", ""solver"", ""="", ""none"", "")"", "":"", ""reaction"", ""="", ""model"", ""."", ""reactions"", ""."", ""get"", ""by"", ""any"", ""("", ""reaction"", "")"", ""["", ""<"", ""num"", "">"", ""]"", ""with"", ""model"", ""as"", ""m"", "":"", ""m"", ""."", ""objective"", ""="", ""reaction"", ""if"", ""optimize"", ""or"", ""value"", ""("", ""m"", "","", ""solver"", ""="", ""solver"", "")"", "">"", ""="", ""flux"", ""coefficient"", ""cutoff"", "":"", ""return"", ""true"", ""else"", "":"", ""results"", ""="", ""dict"", ""("", "")"", ""results"", ""["", ""]"", ""="", ""assess"", ""component"", ""("", ""model"", "","", ""reaction"", "","", "","", ""flux"", ""coefficient"", ""cutoff"", "")"", ""results"", ""["", ""]"", ""="", ""assess"", ""component"", ""("", ""model"", "","", ""reaction"", "","", "","", ""flux"", ""coefficient"", ""cutoff"", "")"", ""return"", ""results""]","[""assesses"", ""production"", ""capacity"", ""assesses"", ""the"", ""capacity"", ""of"", ""the"", ""model"", ""to"", ""produce"", ""the"", ""precursors"", ""for"", ""the"", ""reaction"", ""and"", ""absorb"", ""the"", ""production"", ""of"", ""the"", ""reaction"", ""while"", ""the"", ""reaction"", ""is"", ""operating"", ""at"", ""or"", ""above"", ""the"", ""specified"", ""cutoff"", ""parameters"", ""model"", ""cobra"", ""model"", ""the"", ""cobra"", ""model"", ""to"", ""assess"", ""production"", ""capacity"", ""for"", ""reaction"", ""reaction"", ""identifier"", ""or"", ""cobra"", ""reaction"", ""the"", ""reaction"", ""to"", ""assess"", ""flux"", ""coefficient"", ""cutoff"", ""float"", ""the"", ""minimum"", ""flux"", ""that"", ""reaction"", ""must"", ""carry"", ""to"", ""be"", ""considered"", ""active"", ""solver"", ""basestring"", ""solver"", ""name"", ""if"", ""none"", ""the"", ""default"", ""solver"", ""will"", ""be"", ""used"", ""returns"", ""bool"", ""or"", ""dict"", ""true"", ""if"", ""the"", ""model"", ""can"", ""produce"", ""the"", ""precursors"", ""and"", ""absorb"", ""the"", ""products"", ""for"", ""the"", ""reaction"", ""operating"", ""at"", ""or"", ""above"", ""flux"", ""coefficient"", ""cutoff"", ""otherwise"", ""a"", ""dictionary"", ""of"", ""str"", ""status"", ""str"", ""status"", ""where"", ""status"", ""is"", ""the"", ""results"", ""from"", ""assess"", ""precursors"", ""and"", ""assess"", ""products"", ""respectively""]"
"[""def"", ""set"", ""archive"", ""layout"", ""url"", ""("", ""self"", "","", ""archive"", ""id"", "")"", "":"", ""url"", ""="", ""self"", ""."", ""api"", ""url"", ""+"", ""+"", ""self"", ""."", ""api"", ""key"", ""+"", ""+"", ""archive"", ""id"", ""+"", ""return"", ""url""]","[""this"", ""method"", ""returns"", ""the"", ""url"", ""to"", ""set"", ""the"", ""archive"", ""layout""]"
"[""def"", ""has"", ""mixture"", ""("", ""val"", "":"", ""any"", "")"", ""-"", "">"", ""bool"", "":"", ""getter"", ""="", ""getattr"", ""("", ""val"", "","", "","", ""none"", "")"", ""result"", ""="", ""not"", ""implemented"", ""if"", ""getter"", ""is"", ""none"", ""else"", ""getter"", ""("", "")"", ""if"", ""result"", ""is"", ""not"", ""not"", ""implemented"", "":"", ""return"", ""result"", ""return"", ""mixture"", ""("", ""val"", "","", ""none"", "")"", ""is"", ""not"", ""none""]","[""returns"", ""whether"", ""the"", ""value"", ""has"", ""a"", ""mixture"", ""representation"", ""returns"", ""if"", ""str"", ""has"", ""a"", ""str"", ""method"", ""and"", ""its"", ""result"", ""is"", ""not"", ""not"", ""implemented"", ""that"", ""result"", ""is"", ""returned"", ""otherwise"", ""if"", ""the"", ""value"", ""has"", ""a"", ""str"", ""method"", ""return"", ""true"", ""if"", ""that"", ""has"", ""a"", ""non"", ""default"", ""value"", ""returns"", ""false"", ""if"", ""neither"", ""function"", ""exists""]"
"[""def"", ""apt"", ""add"", ""repository"", ""from"", ""apt"", ""string"", ""("", ""apt"", ""string"", "","", ""apt"", ""file"", "")"", "":"", ""apt"", ""file"", ""path"", ""="", ""%"", ""apt"", ""file"", ""if"", ""not"", ""file"", ""contains"", ""("", ""apt"", ""file"", ""path"", "","", ""apt"", ""string"", ""."", ""lower"", ""("", "")"", "","", ""use"", ""sudo"", ""="", ""true"", "")"", "":"", ""file"", ""append"", ""("", ""apt"", ""file"", ""path"", "","", ""apt"", ""string"", ""."", ""lower"", ""("", "")"", "","", ""use"", ""sudo"", ""="", ""true"", "")"", ""with"", ""hide"", ""("", "","", "")"", "":"", ""sudo"", ""("", ""<"", ""str"", "">"", "")""]","[""adds"", ""a"", ""new"", ""repository"", ""file"", ""for"", ""apt""]"
"[""def"", ""linkify"", ""contactgroups"", ""contacts"", ""("", ""self"", "","", ""contacts"", "")"", "":"", ""for"", ""contactgroup"", ""in"", ""self"", "":"", ""mbrs"", ""="", ""contactgroup"", ""."", ""get"", ""contacts"", ""("", "")"", ""new"", ""mbrs"", ""="", ""["", ""]"", ""for"", ""mbr"", ""in"", ""mbrs"", "":"", ""mbr"", ""="", ""mbr"", ""."", ""strip"", ""("", "")"", ""continue"", ""member"", ""="", ""contacts"", ""."", ""find"", ""by"", ""name"", ""("", ""mbr"", "")"", ""if"", ""member"", ""is"", ""not"", ""none"", "":"", ""new"", ""mbrs"", ""."", ""append"", ""("", ""member"", ""."", ""uuid"", "")"", ""else"", "":"", ""contactgroup"", ""."", ""add"", ""unknown"", ""members"", ""("", ""mbr"", "")"", ""new"", ""mbrs"", ""="", ""list"", ""("", ""set"", ""("", ""new"", ""mbrs"", "")"", "")"", ""contactgroup"", ""."", ""replace"", ""members"", ""("", ""new"", ""mbrs"", "")""]","[""link"", ""the"", ""contacts"", ""with"", ""contactgroups"", ""param"", ""contacts"", ""realms"", ""object"", ""to"", ""link"", ""with"", ""type"", ""contacts"", ""alignak"", ""objects"", ""contact"", ""contacts"", ""return"", ""none""]"
