code_id,code,code_tokens
427,"def update_thumbnail_via_upload(api_key, api_secret, video_key, local_video_image_path=, api_format=,
                                **kwargs):
    
    jwplatform_client = jwplatform.Client(api_key, api_secret)
    logging.info(""Updating video thumbnail."")
    try:
        response = jwplatform_client.videos.thumbnails.update(
            video_key=video_key,
            **kwargs)
    except jwplatform.errors.JWPlatformError as e:
        logging.error(""Encountered an error updating thumbnail.\n{}"".format(e))
        sys.exit(e.message)
    logging.info(response)

    
    upload_url = .format(
        response[][],
        response[][],
        response[][]
    )

    
    query_parameters = response[][]
    query_parameters[] = api_format

    with open(local_video_image_path, ) as f:
        files = {: f}
        r = requests.post(upload_url, params=query_parameters, files=files)
        logging.info(.format(local_video_image_path, r.url))
        logging.info(.format(r.text))","[""def"", ""update"", ""thumbnail"", ""via"", ""upload"", ""("", ""api"", ""key"", "","", ""api"", ""secret"", "","", ""video"", ""key"", "","", ""local"", ""video"", ""image"", ""path"", ""="", "","", ""api"", ""format"", ""="", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""jwplatform"", ""client"", ""="", ""jwplatform"", ""."", ""client"", ""("", ""api"", ""key"", "","", ""api"", ""secret"", "")"", ""logging"", ""."", ""info"", ""("", ""<"", ""str"", "">"", "")"", ""try"", "":"", ""response"", ""="", ""jwplatform"", ""client"", ""."", ""videos"", ""."", ""thumbnails"", ""."", ""update"", ""("", ""video"", ""key"", ""="", ""video"", ""key"", "","", ""*"", ""*"", ""kwargs"", "")"", ""except"", ""jwplatform"", ""."", ""errors"", ""."", ""jw"", ""platform"", ""error"", ""as"", ""e"", "":"", ""logging"", ""."", ""error"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""e"", "")"", "")"", ""sys"", ""."", ""exit"", ""("", ""e"", ""."", ""message"", "")"", ""logging"", ""."", ""info"", ""("", ""response"", "")"", ""upload"", ""url"", ""="", ""."", ""format"", ""("", ""response"", ""["", ""]"", ""["", ""]"", "","", ""response"", ""["", ""]"", ""["", ""]"", "","", ""response"", ""["", ""]"", ""["", ""]"", "")"", ""query"", ""parameters"", ""="", ""response"", ""["", ""]"", ""["", ""]"", ""query"", ""parameters"", ""["", ""]"", ""="", ""api"", ""format"", ""with"", ""open"", ""("", ""local"", ""video"", ""image"", ""path"", "","", "")"", ""as"", ""f"", "":"", ""files"", ""="", ""{"", "":"", ""f"", ""}"", ""r"", ""="", ""requests"", ""."", ""post"", ""("", ""upload"", ""url"", "","", ""params"", ""="", ""query"", ""parameters"", "","", ""files"", ""="", ""files"", "")"", ""logging"", ""."", ""info"", ""("", ""."", ""format"", ""("", ""local"", ""video"", ""image"", ""path"", "","", ""r"", ""."", ""url"", "")"", "")"", ""logging"", ""."", ""info"", ""("", ""."", ""format"", ""("", ""r"", ""."", ""text"", "")"", "")""]"
428,"def from_json(cls, json):
    
    return cls(json[cls.BLOB_KEY_PARAM],
               json[cls.INITIAL_POSITION_PARAM],
               json[cls.END_POSITION_PARAM])","[""def"", ""from"", ""json"", ""("", ""cls"", "","", ""json"", "")"", "":"", ""return"", ""cls"", ""("", ""json"", ""["", ""cls"", ""."", ""blob"", ""key"", ""param"", ""]"", "","", ""json"", ""["", ""cls"", ""."", ""initial"", ""position"", ""param"", ""]"", "","", ""json"", ""["", ""cls"", ""."", ""end"", ""position"", ""param"", ""]"", "")""]"
429,"def delete_registry(self, registry):
        
        
        if re.match("".*\\/.*"", registry):
            return [False, ""input registry name cannot contain  characters - valid registry names are of the form <host>:<port> where :<port> is optional""]

        url = self.url + ""/api/scanning/v1/anchore/registries/"" + registry
        res = requests.delete(url, headers=self.hdrs, verify=self.ssl_verify)
        if not self._checkResponse(res):
            return [False, self.lasterr]

        return [True, res.json()]","[""def"", ""delete"", ""registry"", ""("", ""self"", "","", ""registry"", "")"", "":"", ""if"", ""re"", ""."", ""match"", ""("", ""<"", ""str"", "">"", "","", ""registry"", "")"", "":"", ""return"", ""["", ""false"", "","", ""<"", ""str"", "">"", ""]"", ""url"", ""="", ""self"", ""."", ""url"", ""+"", ""<"", ""str"", "">"", ""+"", ""registry"", ""res"", ""="", ""requests"", ""."", ""delete"", ""("", ""url"", "","", ""headers"", ""="", ""self"", ""."", ""hdrs"", "","", ""verify"", ""="", ""self"", ""."", ""ssl"", ""verify"", "")"", ""if"", ""not"", ""self"", ""."", ""check"", ""response"", ""("", ""res"", "")"", "":"", ""return"", ""["", ""false"", "","", ""self"", ""."", ""lasterr"", ""]"", ""return"", ""["", ""true"", "","", ""res"", ""."", ""json"", ""("", "")"", ""]""]"
430,"def fit(self, mol1, mol2):
        
        return self.get_rmsd(mol1, mol2) < self._tolerance","[""def"", ""fit"", ""("", ""self"", "","", ""mol"", ""1"", "","", ""mol"", ""2"", "")"", "":"", ""return"", ""self"", ""."", ""get"", ""rmsd"", ""("", ""mol"", ""1"", "","", ""mol"", ""2"", "")"", ""<"", ""self"", ""."", ""tolerance""]"
431,"def switchDisplay(self, display):
        
        if display in self.displays:
            self.setWidget(self.displays[display])
            self._current = display
        else:
            raise Exception(""Undefined display type ""+ display)","[""def"", ""switch"", ""display"", ""("", ""self"", "","", ""display"", "")"", "":"", ""if"", ""display"", ""in"", ""self"", ""."", ""displays"", "":"", ""self"", ""."", ""set"", ""widget"", ""("", ""self"", ""."", ""displays"", ""["", ""display"", ""]"", "")"", ""self"", ""."", ""current"", ""="", ""display"", ""else"", "":"", ""raise"", ""exception"", ""("", ""<"", ""str"", "">"", ""+"", ""display"", "")""]"
432,"def _start(self):
        
        params = self._translate(self._options)
        self._resp = self._r_session.get(self._url, params=params, stream=True)
        self._resp.raise_for_status()
        self._lines = self._resp.iter_lines(self._chunk_size)","[""def"", ""start"", ""("", ""self"", "")"", "":"", ""params"", ""="", ""self"", ""."", ""translate"", ""("", ""self"", ""."", ""options"", "")"", ""self"", ""."", ""resp"", ""="", ""self"", ""."", ""r"", ""session"", ""."", ""get"", ""("", ""self"", ""."", ""url"", "","", ""params"", ""="", ""params"", "","", ""stream"", ""="", ""true"", "")"", ""self"", ""."", ""resp"", ""."", ""raise"", ""for"", ""status"", ""("", "")"", ""self"", ""."", ""lines"", ""="", ""self"", ""."", ""resp"", ""."", ""iter"", ""lines"", ""("", ""self"", ""."", ""chunk"", ""size"", "")""]"
433,"def get_text(self, locator, params=None, timeout=None, visible=True):
        
        element = locator
        if not isinstance(element, WebElement):
            element = self.get_present_element(locator, params, timeout, visible)

        if element and element.text:
            return element.text
        else:
            try:
                return element.get_attribute()
            except AttributeError:
                return """"","[""def"", ""get"", ""text"", ""("", ""self"", "","", ""locator"", "","", ""params"", ""="", ""none"", "","", ""timeout"", ""="", ""none"", "","", ""visible"", ""="", ""true"", "")"", "":"", ""element"", ""="", ""locator"", ""if"", ""not"", ""isinstance"", ""("", ""element"", "","", ""web"", ""element"", "")"", "":"", ""element"", ""="", ""self"", ""."", ""get"", ""present"", ""element"", ""("", ""locator"", "","", ""params"", "","", ""timeout"", "","", ""visible"", "")"", ""if"", ""element"", ""and"", ""element"", ""."", ""text"", "":"", ""return"", ""element"", ""."", ""text"", ""else"", "":"", ""try"", "":"", ""return"", ""element"", ""."", ""get"", ""attribute"", ""("", "")"", ""except"", ""attribute"", ""error"", "":"", ""return"", ""<"", ""str"", "">""]"
434,"async def fetch_signatures(endpoint, protocol, idgen):
        
        async with aiohttp.ClientSession() as session:
            req = {
                ""method"": ""getMethodTypes"",
                ""params"": [],
                ""version"": ""1.0"",
                ""id"": next(idgen),
            }

            if protocol == ProtocolType.WebSocket:
                async with session.ws_connect(endpoint, timeout=2) as s:
                    await s.send_json(req)
                    res = await s.receive_json()
                    return res
            else:
                res = await session.post(endpoint, json=req)
                json = await res.json()

                return json","[""async"", ""def"", ""fetch"", ""signatures"", ""("", ""endpoint"", "","", ""protocol"", "","", ""idgen"", "")"", "":"", ""async"", ""with"", ""aiohttp"", ""."", ""client"", ""session"", ""("", "")"", ""as"", ""session"", "":"", ""req"", ""="", ""{"", ""<"", ""str"", "">"", "":"", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "":"", ""["", ""]"", "","", ""<"", ""str"", "">"", "":"", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "":"", ""next"", ""("", ""idgen"", "")"", "","", ""}"", ""if"", ""protocol"", ""="", ""="", ""protocol"", ""type"", ""."", ""web"", ""socket"", "":"", ""async"", ""with"", ""session"", ""."", ""ws"", ""connect"", ""("", ""endpoint"", "","", ""timeout"", ""="", ""<"", ""num"", "">"", "")"", ""as"", ""s"", "":"", ""await"", ""s"", ""."", ""send"", ""json"", ""("", ""req"", "")"", ""res"", ""="", ""await"", ""s"", ""."", ""receive"", ""json"", ""("", "")"", ""return"", ""res"", ""else"", "":"", ""res"", ""="", ""await"", ""session"", ""."", ""post"", ""("", ""endpoint"", "","", ""json"", ""="", ""req"", "")"", ""json"", ""="", ""await"", ""res"", ""."", ""json"", ""("", "")"", ""return"", ""json""]"
435,"def dockermachine_ip() -> Optional[str]:
    
    if not check_dockermachine():
        return None

    
    try:
        out = subprocess.check_output([, ])
        return out.decode(""utf-8"").strip()
    except Exception:
        logger.debug(f""docker machine not present"")
        return None","[""def"", ""dockermachine"", ""ip"", ""("", "")"", ""-"", "">"", ""optional"", ""["", ""str"", ""]"", "":"", ""if"", ""not"", ""check"", ""dockermachine"", ""("", "")"", "":"", ""return"", ""none"", ""try"", "":"", ""out"", ""="", ""subprocess"", ""."", ""check"", ""output"", ""("", ""["", "","", ""]"", "")"", ""return"", ""out"", ""."", ""decode"", ""("", ""<"", ""str"", "">"", "")"", ""."", ""strip"", ""("", "")"", ""except"", ""exception"", "":"", ""logger"", ""."", ""debug"", ""("", ""f"", ""<"", ""str"", "">"", "")"", ""return"", ""none""]"
436,"def create_osd_keyring(conn, cluster, key):
    
    logger = conn.logger
    path = .format(
        cluster=cluster,
    )
    if not conn.remote_module.path_exists(path):
        logger.warning()
        conn.remote_module.write_keyring(path, key)","[""def"", ""create"", ""osd"", ""keyring"", ""("", ""conn"", "","", ""cluster"", "","", ""key"", "")"", "":"", ""logger"", ""="", ""conn"", ""."", ""logger"", ""path"", ""="", ""."", ""format"", ""("", ""cluster"", ""="", ""cluster"", "","", "")"", ""if"", ""not"", ""conn"", ""."", ""remote"", ""module"", ""."", ""path"", ""exists"", ""("", ""path"", "")"", "":"", ""logger"", ""."", ""warning"", ""("", "")"", ""conn"", ""."", ""remote"", ""module"", ""."", ""write"", ""keyring"", ""("", ""path"", "","", ""key"", "")""]"
437,"def with_zero_or_one(cls, converter, pattern=None):
        
        cardinality = Cardinality.zero_or_one
        if not pattern:
            pattern = getattr(converter, ""pattern"", cls.default_pattern)
        optional_pattern = cardinality.make_pattern(pattern)
        group_count = cardinality.compute_group_count(pattern)

        def convert_optional(text, m=None):
            if text:
                text = text.strip()
            if not text:
                return None
            return converter(text)
        convert_optional.pattern = optional_pattern
        
        convert_optional.regex_group_count = group_count
        return convert_optional","[""def"", ""with"", ""zero"", ""or"", ""one"", ""("", ""cls"", "","", ""converter"", "","", ""pattern"", ""="", ""none"", "")"", "":"", ""cardinality"", ""="", ""cardinality"", ""."", ""zero"", ""or"", ""one"", ""if"", ""not"", ""pattern"", "":"", ""pattern"", ""="", ""getattr"", ""("", ""converter"", "","", ""<"", ""str"", "">"", "","", ""cls"", ""."", ""default"", ""pattern"", "")"", ""optional"", ""pattern"", ""="", ""cardinality"", ""."", ""make"", ""pattern"", ""("", ""pattern"", "")"", ""group"", ""count"", ""="", ""cardinality"", ""."", ""compute"", ""group"", ""count"", ""("", ""pattern"", "")"", ""def"", ""convert"", ""optional"", ""("", ""text"", "","", ""m"", ""="", ""none"", "")"", "":"", ""if"", ""text"", "":"", ""text"", ""="", ""text"", ""."", ""strip"", ""("", "")"", ""if"", ""not"", ""text"", "":"", ""return"", ""none"", ""return"", ""converter"", ""("", ""text"", "")"", ""convert"", ""optional"", ""."", ""pattern"", ""="", ""optional"", ""pattern"", ""convert"", ""optional"", ""."", ""regex"", ""group"", ""count"", ""="", ""group"", ""count"", ""return"", ""convert"", ""optional""]"
438,"def is_vagrant_plugin_installed(plugin, use_sudo=False):
    

    cmd = 

    if use_sudo:
        results = sudo(cmd)
    else:
        results = run(cmd)

    installed_plugins = []
    for line in results:
        plugin = re.search(, line)
        installed_plugins.append({: plugin.group(0),
                                  : plugin.group(1)})
        return installed_plugins","[""def"", ""is"", ""vagrant"", ""plugin"", ""installed"", ""("", ""plugin"", "","", ""use"", ""sudo"", ""="", ""false"", "")"", "":"", ""cmd"", ""="", ""if"", ""use"", ""sudo"", "":"", ""results"", ""="", ""sudo"", ""("", ""cmd"", "")"", ""else"", "":"", ""results"", ""="", ""run"", ""("", ""cmd"", "")"", ""installed"", ""plugins"", ""="", ""["", ""]"", ""for"", ""line"", ""in"", ""results"", "":"", ""plugin"", ""="", ""re"", ""."", ""search"", ""("", "","", ""line"", "")"", ""installed"", ""plugins"", ""."", ""append"", ""("", ""{"", "":"", ""plugin"", ""."", ""group"", ""("", ""<"", ""num"", "">"", "")"", "","", "":"", ""plugin"", ""."", ""group"", ""("", ""<"", ""num"", "">"", "")"", ""}"", "")"", ""return"", ""installed"", ""plugins""]"
439,"def clear_dcnm_out_part(self, tenant_id, fw_dict, is_fw_virt=False):
        
        res = fw_const.DCNM_OUT_PART_UPDDEL_SUCCESS
        self.update_fw_db_result(tenant_id, dcnm_status=res)
        LOG.info(""Out partition cleared -noop- with service ip addr"")
        return True","[""def"", ""clear"", ""dcnm"", ""out"", ""part"", ""("", ""self"", "","", ""tenant"", ""id"", "","", ""fw"", ""dict"", "","", ""is"", ""fw"", ""virt"", ""="", ""false"", "")"", "":"", ""res"", ""="", ""fw"", ""const"", ""."", ""dcnm"", ""out"", ""part"", ""upddel"", ""success"", ""self"", ""."", ""update"", ""fw"", ""db"", ""result"", ""("", ""tenant"", ""id"", "","", ""dcnm"", ""status"", ""="", ""res"", "")"", ""log"", ""."", ""info"", ""("", ""<"", ""str"", "">"", "")"", ""return"", ""true""]"
440,"def noise_power_spectrum(data, ground_truth, radial=False,
                         radial_binning_factor=2.0):
    
    try:
        space = data.space
        assert isinstance(space, odl.DiscreteLp)
    except (AttributeError, AssertionError):
        data = np.asarray(data)
        space = odl.uniform_discr(
            [0] * data.ndim, data.shape, data.shape, data.dtype
        )
        data = space.element(data)

    ft = odl.trafos.FourierTransform(space, halfcomplex=False)
    nps = np.abs(ft(data - ground_truth)).real ** 2

    if radial:
        return spherical_sum(nps, binning_factor=radial_binning_factor)
    else:
        return nps","[""def"", ""noise"", ""power"", ""spectrum"", ""("", ""data"", "","", ""ground"", ""truth"", "","", ""radial"", ""="", ""false"", "","", ""radial"", ""binning"", ""factor"", ""="", ""<"", ""num"", "">"", "")"", "":"", ""try"", "":"", ""space"", ""="", ""data"", ""."", ""space"", ""assert"", ""isinstance"", ""("", ""space"", "","", ""odl"", ""."", ""discrete"", ""lp"", "")"", ""except"", ""("", ""attribute"", ""error"", "","", ""assertion"", ""error"", "")"", "":"", ""data"", ""="", ""np"", ""."", ""asarray"", ""("", ""data"", "")"", ""space"", ""="", ""odl"", ""."", ""uniform"", ""discr"", ""("", ""["", ""<"", ""num"", "">"", ""]"", ""*"", ""data"", ""."", ""ndim"", "","", ""data"", ""."", ""shape"", "","", ""data"", ""."", ""shape"", "","", ""data"", ""."", ""dtype"", "")"", ""data"", ""="", ""space"", ""."", ""element"", ""("", ""data"", "")"", ""ft"", ""="", ""odl"", ""."", ""trafos"", ""."", ""fourier"", ""transform"", ""("", ""space"", "","", ""halfcomplex"", ""="", ""false"", "")"", ""nps"", ""="", ""np"", ""."", ""abs"", ""("", ""ft"", ""("", ""data"", ""-"", ""ground"", ""truth"", "")"", "")"", ""."", ""real"", ""*"", ""*"", ""<"", ""num"", "">"", ""if"", ""radial"", "":"", ""return"", ""spherical"", ""sum"", ""("", ""nps"", "","", ""binning"", ""factor"", ""="", ""radial"", ""binning"", ""factor"", "")"", ""else"", "":"", ""return"", ""nps""]"
441,"def state_category(value):
        
        if value == re.sre_parse.CATEGORY_DIGIT:
            return (yield )

        if value == re.sre_parse.CATEGORY_WORD:
            return (yield )","[""def"", ""state"", ""category"", ""("", ""value"", "")"", "":"", ""if"", ""value"", ""="", ""="", ""re"", ""."", ""sre"", ""parse"", ""."", ""category"", ""digit"", "":"", ""return"", ""("", ""yield"", "")"", ""if"", ""value"", ""="", ""="", ""re"", ""."", ""sre"", ""parse"", ""."", ""category"", ""word"", "":"", ""return"", ""("", ""yield"", "")""]"
442,"def get(cls, ns, key):
        
        return getattr(db, cls.__name__).find_one(
            ConfigItem.namespace_prefix == ns,
            ConfigItem.key == key
        )","[""def"", ""get"", ""("", ""cls"", "","", ""ns"", "","", ""key"", "")"", "":"", ""return"", ""getattr"", ""("", ""db"", "","", ""cls"", ""."", ""name"", "")"", ""."", ""find"", ""one"", ""("", ""config"", ""item"", ""."", ""namespace"", ""prefix"", ""="", ""="", ""ns"", "","", ""config"", ""item"", ""."", ""key"", ""="", ""="", ""key"", "")""]"
443,"def get_proficiencies_by_ids(self, proficiency_ids):
        
        
        
        
        collection = JSONClientValidated(,
                                         collection=,
                                         runtime=self._runtime)
        object_id_list = []
        for i in proficiency_ids:
            object_id_list.append(ObjectId(self._get_id(i, ).get_identifier()))
        result = collection.find(
            dict({: {: object_id_list}},
                 **self._view_filter()))
        result = list(result)
        sorted_result = []
        for object_id in object_id_list:
            for object_map in result:
                if object_map[] == object_id:
                    sorted_result.append(object_map)
                    break
        return objects.ProficiencyList(sorted_result, runtime=self._runtime, proxy=self._proxy)","[""def"", ""get"", ""proficiencies"", ""by"", ""ids"", ""("", ""self"", "","", ""proficiency"", ""ids"", "")"", "":"", ""collection"", ""="", ""json"", ""client"", ""validated"", ""("", "","", ""collection"", ""="", "","", ""runtime"", ""="", ""self"", ""."", ""runtime"", "")"", ""object"", ""id"", ""list"", ""="", ""["", ""]"", ""for"", ""i"", ""in"", ""proficiency"", ""ids"", "":"", ""object"", ""id"", ""list"", ""."", ""append"", ""("", ""object"", ""id"", ""("", ""self"", ""."", ""get"", ""id"", ""("", ""i"", "","", "")"", ""."", ""get"", ""identifier"", ""("", "")"", "")"", "")"", ""result"", ""="", ""collection"", ""."", ""find"", ""("", ""dict"", ""("", ""{"", "":"", ""{"", "":"", ""object"", ""id"", ""list"", ""}"", ""}"", "","", ""*"", ""*"", ""self"", ""."", ""view"", ""filter"", ""("", "")"", "")"", "")"", ""result"", ""="", ""list"", ""("", ""result"", "")"", ""sorted"", ""result"", ""="", ""["", ""]"", ""for"", ""object"", ""id"", ""in"", ""object"", ""id"", ""list"", "":"", ""for"", ""object"", ""map"", ""in"", ""result"", "":"", ""if"", ""object"", ""map"", ""["", ""]"", ""="", ""="", ""object"", ""id"", "":"", ""sorted"", ""result"", ""."", ""append"", ""("", ""object"", ""map"", "")"", ""break"", ""return"", ""objects"", ""."", ""proficiency"", ""list"", ""("", ""sorted"", ""result"", "","", ""runtime"", ""="", ""self"", ""."", ""runtime"", "","", ""proxy"", ""="", ""self"", ""."", ""proxy"", "")""]"
444,"def add_var_condor_cmd(self, command):
    
    if command not in self.__var_cmds:
        self.__var_cmds.append(command)
        macro = self.__bad_macro_chars.sub( r, command )
        self.add_condor_cmd(command,  + macro + )","[""def"", ""add"", ""var"", ""condor"", ""cmd"", ""("", ""self"", "","", ""command"", "")"", "":"", ""if"", ""command"", ""not"", ""in"", ""self"", ""."", ""var"", ""cmds"", "":"", ""self"", ""."", ""var"", ""cmds"", ""."", ""append"", ""("", ""command"", "")"", ""macro"", ""="", ""self"", ""."", ""bad"", ""macro"", ""chars"", ""."", ""sub"", ""("", ""r"", "","", ""command"", "")"", ""self"", ""."", ""add"", ""condor"", ""cmd"", ""("", ""command"", "","", ""+"", ""macro"", ""+"", "")""]"
445,"def get_template_names(self):
        
        names = super(CommandDatagridView, self).get_template_names()
        names.append()
        return names","[""def"", ""get"", ""template"", ""names"", ""("", ""self"", "")"", "":"", ""names"", ""="", ""super"", ""("", ""command"", ""datagrid"", ""view"", "","", ""self"", "")"", ""."", ""get"", ""template"", ""names"", ""("", "")"", ""names"", ""."", ""append"", ""("", "")"", ""return"", ""names""]"
446,"def _get_zk_path_children(self, zk_conn, zk_path, name_for_error):
        
        children = []
        try:
            children = zk_conn.get_children(zk_path)
        except NoNodeError:
            self.log.info(, zk_path)
        except Exception:
            self.log.exception(, name_for_error, zk_path)
        return children","[""def"", ""get"", ""zk"", ""path"", ""children"", ""("", ""self"", "","", ""zk"", ""conn"", "","", ""zk"", ""path"", "","", ""name"", ""for"", ""error"", "")"", "":"", ""children"", ""="", ""["", ""]"", ""try"", "":"", ""children"", ""="", ""zk"", ""conn"", ""."", ""get"", ""children"", ""("", ""zk"", ""path"", "")"", ""except"", ""no"", ""node"", ""error"", "":"", ""self"", ""."", ""log"", ""."", ""info"", ""("", "","", ""zk"", ""path"", "")"", ""except"", ""exception"", "":"", ""self"", ""."", ""log"", ""."", ""exception"", ""("", "","", ""name"", ""for"", ""error"", "","", ""zk"", ""path"", "")"", ""return"", ""children""]"
447,"def with_subtype(self, subtype):
        
        self._validate_subtype(subtype)
        self.subtype = subtype
        return self","[""def"", ""with"", ""subtype"", ""("", ""self"", "","", ""subtype"", "")"", "":"", ""self"", ""."", ""validate"", ""subtype"", ""("", ""subtype"", "")"", ""self"", ""."", ""subtype"", ""="", ""subtype"", ""return"", ""self""]"
448,"def rvs(self, random_state=None):
        r
        
        if self.dist is None:
            return self.value

        
        rs = check_random_state(random_state)
        samples = self.dist.rvs(size=self.shape, random_state=rs)

        
        samples = self.bounds.clip(samples)

        return samples","[""def"", ""rvs"", ""("", ""self"", "","", ""random"", ""state"", ""="", ""none"", "")"", "":"", ""r"", ""if"", ""self"", ""."", ""dist"", ""is"", ""none"", "":"", ""return"", ""self"", ""."", ""value"", ""rs"", ""="", ""check"", ""random"", ""state"", ""("", ""random"", ""state"", "")"", ""samples"", ""="", ""self"", ""."", ""dist"", ""."", ""rvs"", ""("", ""size"", ""="", ""self"", ""."", ""shape"", "","", ""random"", ""state"", ""="", ""rs"", "")"", ""samples"", ""="", ""self"", ""."", ""bounds"", ""."", ""clip"", ""("", ""samples"", "")"", ""return"", ""samples""]"
449,"def read(self, length=0, timeout_ms=None):
    
    return self._transport.read(
        length, timeouts.PolledTimeout.from_millis(timeout_ms))","[""def"", ""read"", ""("", ""self"", "","", ""length"", ""="", ""<"", ""num"", "">"", "","", ""timeout"", ""ms"", ""="", ""none"", "")"", "":"", ""return"", ""self"", ""."", ""transport"", ""."", ""read"", ""("", ""length"", "","", ""timeouts"", ""."", ""polled"", ""timeout"", ""."", ""from"", ""millis"", ""("", ""timeout"", ""ms"", "")"", "")""]"
450,"def _delete_sourcesystem_cd(conn: Connection, table: Table, sourcesystem_cd: str) -> int:
        
        return conn.execute(delete(table).where(table.c.sourcesystem_cd == sourcesystem_cd)).rowcount \
            if sourcesystem_cd else 0","[""def"", ""delete"", ""sourcesystem"", ""cd"", ""("", ""conn"", "":"", ""connection"", "","", ""table"", "":"", ""table"", "","", ""sourcesystem"", ""cd"", "":"", ""str"", "")"", ""-"", "">"", ""int"", "":"", ""return"", ""conn"", ""."", ""execute"", ""("", ""delete"", ""("", ""table"", "")"", ""."", ""where"", ""("", ""table"", ""."", ""c"", ""."", ""sourcesystem"", ""cd"", ""="", ""="", ""sourcesystem"", ""cd"", "")"", "")"", ""."", ""rowcount"", ""if"", ""sourcesystem"", ""cd"", ""else"", ""<"", ""num"", "">""]"
451,"def mk_operation(metaclass, o_tfr):
    
    o_obj = one(o_tfr).O_OBJ[115]()
    action = o_tfr.Action_Semantics_internal
    label =  % (o_obj.Name, o_tfr.Name)
    run = interpret.run_operation
    
    if o_tfr.Instance_Based:
        return lambda self, **kwargs: run(metaclass, label, action, kwargs, self)
    else:
        fn = lambda cls, **kwargs: run(metaclass, label, action, kwargs, None)
        return classmethod(fn)","[""def"", ""mk"", ""operation"", ""("", ""metaclass"", "","", ""o"", ""tfr"", "")"", "":"", ""o"", ""obj"", ""="", ""one"", ""("", ""o"", ""tfr"", "")"", ""."", ""o"", ""obj"", ""["", ""<"", ""num"", "">"", ""]"", ""("", "")"", ""action"", ""="", ""o"", ""tfr"", ""."", ""action"", ""semantics"", ""internal"", ""label"", ""="", ""%"", ""("", ""o"", ""obj"", ""."", ""name"", "","", ""o"", ""tfr"", ""."", ""name"", "")"", ""run"", ""="", ""interpret"", ""."", ""run"", ""operation"", ""if"", ""o"", ""tfr"", ""."", ""instance"", ""based"", "":"", ""return"", ""lambda"", ""self"", "","", ""*"", ""*"", ""kwargs"", "":"", ""run"", ""("", ""metaclass"", "","", ""label"", "","", ""action"", "","", ""kwargs"", "","", ""self"", "")"", ""else"", "":"", ""fn"", ""="", ""lambda"", ""cls"", "","", ""*"", ""*"", ""kwargs"", "":"", ""run"", ""("", ""metaclass"", "","", ""label"", "","", ""action"", "","", ""kwargs"", "","", ""none"", "")"", ""return"", ""classmethod"", ""("", ""fn"", "")""]"
452,"def id_to_object(self, line):
        
        result = Range.get(line, ignore=404)
        if not result:
            result = Range(range=line)
            result.save()
        return result","[""def"", ""id"", ""to"", ""object"", ""("", ""self"", "","", ""line"", "")"", "":"", ""result"", ""="", ""range"", ""."", ""get"", ""("", ""line"", "","", ""ignore"", ""="", ""<"", ""num"", "">"", "")"", ""if"", ""not"", ""result"", "":"", ""result"", ""="", ""range"", ""("", ""range"", ""="", ""line"", "")"", ""result"", ""."", ""save"", ""("", "")"", ""return"", ""result""]"
453,"def dont_cache():
    
    def decorate_func(func):
        @wraps(func)
        def decorate_func_call(*a, **kw):
            callback = SetCacheControlHeadersForNoCachingCallback()
            registry_provider = AfterThisRequestCallbackRegistryProvider()
            registry = registry_provider.provide()
            registry.add(callback)
            return func(*a, **kw)
        return decorate_func_call
    return decorate_func","[""def"", ""dont"", ""cache"", ""("", "")"", "":"", ""def"", ""decorate"", ""func"", ""("", ""func"", "")"", "":"", ""wraps"", ""("", ""func"", "")"", ""def"", ""decorate"", ""func"", ""call"", ""("", ""*"", ""a"", "","", ""*"", ""*"", ""kw"", "")"", "":"", ""callback"", ""="", ""set"", ""cache"", ""control"", ""headers"", ""for"", ""no"", ""caching"", ""callback"", ""("", "")"", ""registry"", ""provider"", ""="", ""after"", ""this"", ""request"", ""callback"", ""registry"", ""provider"", ""("", "")"", ""registry"", ""="", ""registry"", ""provider"", ""."", ""provide"", ""("", "")"", ""registry"", ""."", ""add"", ""("", ""callback"", "")"", ""return"", ""func"", ""("", ""*"", ""a"", "","", ""*"", ""*"", ""kw"", "")"", ""return"", ""decorate"", ""func"", ""call"", ""return"", ""decorate"", ""func""]"
454,"def unordered_storage(config, name=None):
    typedictredisredisenvREDIS_HOSTNAMEdefaultlocalhost
    tp = config[]
    if tp == :
        return DictSetStorage(config)
    if tp == :
        return RedisSetStorage(config, name=name)","[""def"", ""unordered"", ""storage"", ""("", ""config"", "","", ""name"", ""="", ""none"", "")"", "":"", ""typedictredisredisenv"", ""redis"", ""hostnam"", ""edefaultlocalhost"", ""tp"", ""="", ""config"", ""["", ""]"", ""if"", ""tp"", ""="", ""="", "":"", ""return"", ""dict"", ""set"", ""storage"", ""("", ""config"", "")"", ""if"", ""tp"", ""="", ""="", "":"", ""return"", ""redis"", ""set"", ""storage"", ""("", ""config"", "","", ""name"", ""="", ""name"", "")""]"
